"","Age","admission.department","flow"
"2948",46,"Breast Thyroid Oncology Surgery",1
"2949",50,"Breast Thyroid Oncology Surgery",1
"2950",60,"Breast Thyroid Surgery",1
"2951",65,"Department of Traditional Chinese Medicine",1
"2952",23,"L3 Breast Oncology DepartmentⅠ",10
"2953",28,"L3 Breast Oncology DepartmentⅠ",1
"2954",29,"L3 Breast Oncology DepartmentⅠ",27
"2955",30,"L3 Breast Oncology DepartmentⅠ",13
"2956",31,"L3 Breast Oncology DepartmentⅠ",16
"2957",32,"L3 Breast Oncology DepartmentⅠ",20
"2958",33,"L3 Breast Oncology DepartmentⅠ",4
"2959",34,"L3 Breast Oncology DepartmentⅠ",2
"2960",36,"L3 Breast Oncology DepartmentⅠ",3
"2961",37,"L3 Breast Oncology DepartmentⅠ",18
"2962",38,"L3 Breast Oncology DepartmentⅠ",22
"2963",39,"L3 Breast Oncology DepartmentⅠ",16
"2964",40,"L3 Breast Oncology DepartmentⅠ",17
"2965",41,"L3 Breast Oncology DepartmentⅠ",19
"2966",42,"L3 Breast Oncology DepartmentⅠ",49
"2967",43,"L3 Breast Oncology DepartmentⅠ",34
"2968",44,"L3 Breast Oncology DepartmentⅠ",15
"2969",45,"L3 Breast Oncology DepartmentⅠ",19
"2970",46,"L3 Breast Oncology DepartmentⅠ",54
"2971",47,"L3 Breast Oncology DepartmentⅠ",50
"2972",48,"L3 Breast Oncology DepartmentⅠ",83
"2973",49,"L3 Breast Oncology DepartmentⅠ",72
"2974",50,"L3 Breast Oncology DepartmentⅠ",64
"2975",51,"L3 Breast Oncology DepartmentⅠ",46
"2976",52,"L3 Breast Oncology DepartmentⅠ",50
"2977",53,"L3 Breast Oncology DepartmentⅠ",35
"2978",54,"L3 Breast Oncology DepartmentⅠ",34
"2979",55,"L3 Breast Oncology DepartmentⅠ",44
"2980",56,"L3 Breast Oncology DepartmentⅠ",28
"2981",57,"L3 Breast Oncology DepartmentⅠ",36
"2982",58,"L3 Breast Oncology DepartmentⅠ",51
"2983",59,"L3 Breast Oncology DepartmentⅠ",11
"2984",60,"L3 Breast Oncology DepartmentⅠ",20
"2985",61,"L3 Breast Oncology DepartmentⅠ",20
"2986",62,"L3 Breast Oncology DepartmentⅠ",16
"2987",63,"L3 Breast Oncology DepartmentⅠ",26
"2988",64,"L3 Breast Oncology DepartmentⅠ",25
"2989",65,"L3 Breast Oncology DepartmentⅠ",22
"2990",66,"L3 Breast Oncology DepartmentⅠ",9
"2991",67,"L3 Breast Oncology DepartmentⅠ",3
"2992",68,"L3 Breast Oncology DepartmentⅠ",17
"2993",69,"L3 Breast Oncology DepartmentⅠ",15
"2994",70,"L3 Breast Oncology DepartmentⅠ",35
"2995",71,"L3 Breast Oncology DepartmentⅠ",16
"2996",72,"L3 Breast Oncology DepartmentⅠ",1
"2997",75,"L3 Breast Oncology DepartmentⅠ",4
"2998",76,"L3 Breast Oncology DepartmentⅠ",3
"2999",78,"L3 Breast Oncology DepartmentⅠ",2
"3000",83,"L3 Breast Oncology DepartmentⅠ",1
"3001",85,"L3 Breast Oncology DepartmentⅠ",1
"3002",44,"L4 Breast Oncology Department II",1
"3003",51,"L4 Breast Oncology Department II",1
"3004",52,"L4 Breast Oncology Department II",1
"3005",22,"Respiratory and Critical Care Medicine",1
"3006",68,"Respiratory and Critical Care Medicine",1
"3007",49,"Breast Thyroid Oncology Surgery",1
"3008",46,"Breast tumors",1
"3009",51,"Breast tumors",1
"3010",52,"Breast tumors",1
"3011",55,"Department of Respiratory and Critical Care Medicine",1
"3012",31,"L3 breast tumor ward I",1
"3013",39,"L3 breast tumor ward I",2
"3014",40,"L3 breast tumor ward I",1
"3015",45,"L3 breast tumor ward I",7
"3016",48,"L3 breast tumor ward I",8
"3017",49,"L3 breast tumor ward I",5
"3018",50,"L3 breast tumor ward I",21
"3019",51,"L3 breast tumor ward I",6
"3020",52,"L3 breast tumor ward I",4
"3021",55,"L3 breast tumor ward I",2
"3022",56,"L3 breast tumor ward I",5
"3023",57,"L3 breast tumor ward I",15
"3024",58,"L3 breast tumor ward I",9
"3025",60,"L3 breast tumor ward I",5
"3026",61,"L3 breast tumor ward I",4
"3027",62,"L3 breast tumor ward I",6
"3028",64,"L3 breast tumor ward I",1
"3029",68,"L3 breast tumor ward I",3
"3030",70,"L3 breast tumor ward I",6
"3031",71,"L3 breast tumor ward I",4
"3032",74,"L3 breast tumor ward I",1
"3033",78,"L3 breast tumor ward I",2
"3034",84,"L3 breast tumor ward I",1
"3035",69,"L4 breast tumor area II",1
"3036",58,"Orthopedic surgery",1
"3037",65,"Breast Thyroid Oncology Surgery",2
"3038",32,"Breast Thyroid Surgery",1
"3039",39,"Breast Thyroid Surgery",1
"3040",50,"L3 Breast Oncology DepartmentⅠ",1
"3041",71,"L3 Breast Oncology DepartmentⅠ",1
"3042",19,"L4 Breast Oncology Department II",3
"3043",28,"L4 Breast Oncology Department II",7
"3044",29,"L4 Breast Oncology Department II",3
"3045",30,"L4 Breast Oncology Department II",9
"3046",31,"L4 Breast Oncology Department II",8
"3047",32,"L4 Breast Oncology Department II",8
"3048",33,"L4 Breast Oncology Department II",22
"3049",34,"L4 Breast Oncology Department II",53
"3050",35,"L4 Breast Oncology Department II",25
"3051",36,"L4 Breast Oncology Department II",11
"3052",37,"L4 Breast Oncology Department II",19
"3053",38,"L4 Breast Oncology Department II",7
"3054",39,"L4 Breast Oncology Department II",17
"3055",40,"L4 Breast Oncology Department II",28
"3056",41,"L4 Breast Oncology Department II",8
"3057",42,"L4 Breast Oncology Department II",19
"3058",43,"L4 Breast Oncology Department II",18
"3059",44,"L4 Breast Oncology Department II",40
"3060",45,"L4 Breast Oncology Department II",43
"3061",46,"L4 Breast Oncology Department II",53
"3062",47,"L4 Breast Oncology Department II",25
"3063",48,"L4 Breast Oncology Department II",15
"3064",49,"L4 Breast Oncology Department II",37
"3065",50,"L4 Breast Oncology Department II",44
"3066",51,"L4 Breast Oncology Department II",29
"3067",52,"L4 Breast Oncology Department II",32
"3068",53,"L4 Breast Oncology Department II",62
"3069",54,"L4 Breast Oncology Department II",33
"3070",55,"L4 Breast Oncology Department II",25
"3071",56,"L4 Breast Oncology Department II",38
"3072",57,"L4 Breast Oncology Department II",21
"3073",58,"L4 Breast Oncology Department II",18
"3074",59,"L4 Breast Oncology Department II",22
"3075",60,"L4 Breast Oncology Department II",33
"3076",61,"L4 Breast Oncology Department II",65
"3077",62,"L4 Breast Oncology Department II",37
"3078",63,"L4 Breast Oncology Department II",46
"3079",64,"L4 Breast Oncology Department II",56
"3080",65,"L4 Breast Oncology Department II",30
"3081",66,"L4 Breast Oncology Department II",34
"3082",67,"L4 Breast Oncology Department II",9
"3083",68,"L4 Breast Oncology Department II",1
"3084",70,"L4 Breast Oncology Department II",2
"3085",71,"L4 Breast Oncology Department II",2
"3086",73,"L4 Breast Oncology Department II",1
"3087",76,"L4 Breast Oncology Department II",6
"3088",86,"L4 Breast Oncology Department II",2
"3089",52,"L4 osteosoft tissue Breast Department II",1
"3090",34,"L4 breast tumor area II",3
"3091",36,"L4 breast tumor area II",2
"3092",37,"L4 breast tumor area II",5
"3093",38,"L4 breast tumor area II",2
"3094",39,"L4 breast tumor area II",8
"3095",40,"L4 breast tumor area II",3
"3096",41,"L4 breast tumor area II",5
"3097",42,"L4 breast tumor area II",6
"3098",43,"L4 breast tumor area II",1
"3099",44,"L4 breast tumor area II",6
"3100",45,"L4 breast tumor area II",13
"3101",46,"L4 breast tumor area II",10
"3102",47,"L4 breast tumor area II",4
"3103",49,"L4 breast tumor area II",17
"3104",50,"L4 breast tumor area II",14
"3105",51,"L4 breast tumor area II",10
"3106",52,"L4 breast tumor area II",26
"3107",53,"L4 breast tumor area II",8
"3108",54,"L4 breast tumor area II",9
"3109",55,"L4 breast tumor area II",9
"3110",56,"L4 breast tumor area II",13
"3111",57,"L4 breast tumor area II",9
"3112",60,"L4 breast tumor area II",2
"3113",61,"L4 breast tumor area II",2
"3114",62,"L4 breast tumor area II",10
"3115",63,"L4 breast tumor area II",19
"3116",64,"L4 breast tumor area II",19
"3117",65,"L4 breast tumor area II",6
"3118",66,"L4 breast tumor area II",4
"3119",67,"L4 breast tumor area II",17
"3120",68,"L4 breast tumor area II",24
"3121",69,"L4 breast tumor area II",7
"3122",70,"L4 breast tumor area II",1
"3123",77,"L4 breast tumor area II",1
"3124",88,"L4 breast tumor area II",2
"3125",89,"L4 breast tumor area II",3
"3126",17,"L4 osteosoft tissue Breast Department II",2
"3127",18,"L4 osteosoft tissue Breast Department II",12
"3128",27,"L4 osteosoft tissue Breast Department II",1
"3129",52,"L4 osteosoft tissue Breast Department II",4
"3130",68,"Cardiology",1
"3131",55,"Department of Traditional Chinese Medicine",1
"3132",45,"dermatology",1
"3133",1,"L5 osteosoft tissue oncology department",5
"3134",2,"L5 osteosoft tissue oncology department",3
"3135",3,"L5 osteosoft tissue oncology department",12
"3136",4,"L5 osteosoft tissue oncology department",20
"3137",5,"L5 osteosoft tissue oncology department",10
"3138",6,"L5 osteosoft tissue oncology department",8
"3139",7,"L5 osteosoft tissue oncology department",14
"3140",8,"L5 osteosoft tissue oncology department",20
"3141",9,"L5 osteosoft tissue oncology department",32
"3142",10,"L5 osteosoft tissue oncology department",16
"3143",11,"L5 osteosoft tissue oncology department",9
"3144",12,"L5 osteosoft tissue oncology department",22
"3145",13,"L5 osteosoft tissue oncology department",11
"3146",14,"L5 osteosoft tissue oncology department",24
"3147",15,"L5 osteosoft tissue oncology department",11
"3148",16,"L5 osteosoft tissue oncology department",27
"3149",17,"L5 osteosoft tissue oncology department",11
"3150",18,"L5 osteosoft tissue oncology department",17
"3151",19,"L5 osteosoft tissue oncology department",14
"3152",20,"L5 osteosoft tissue oncology department",8
"3153",21,"L5 osteosoft tissue oncology department",19
"3154",22,"L5 osteosoft tissue oncology department",19
"3155",23,"L5 osteosoft tissue oncology department",8
"3156",24,"L5 osteosoft tissue oncology department",2
"3157",25,"L5 osteosoft tissue oncology department",2
"3158",27,"L5 osteosoft tissue oncology department",9
"3159",28,"L5 osteosoft tissue oncology department",9
"3160",29,"L5 osteosoft tissue oncology department",12
"3161",30,"L5 osteosoft tissue oncology department",11
"3162",31,"L5 osteosoft tissue oncology department",5
"3163",32,"L5 osteosoft tissue oncology department",10
"3164",33,"L5 osteosoft tissue oncology department",11
"3165",34,"L5 osteosoft tissue oncology department",13
"3166",35,"L5 osteosoft tissue oncology department",7
"3167",36,"L5 osteosoft tissue oncology department",1
"3168",38,"L5 osteosoft tissue oncology department",7
"3169",39,"L5 osteosoft tissue oncology department",2
"3170",40,"L5 osteosoft tissue oncology department",1
"3171",41,"L5 osteosoft tissue oncology department",3
"3172",42,"L5 osteosoft tissue oncology department",1
"3173",43,"L5 osteosoft tissue oncology department",5
"3174",44,"L5 osteosoft tissue oncology department",14
"3175",45,"L5 osteosoft tissue oncology department",33
"3176",46,"L5 osteosoft tissue oncology department",30
"3177",47,"L5 osteosoft tissue oncology department",19
"3178",48,"L5 osteosoft tissue oncology department",17
"3179",49,"L5 osteosoft tissue oncology department",25
"3180",50,"L5 osteosoft tissue oncology department",19
"3181",51,"L5 osteosoft tissue oncology department",4
"3182",52,"L5 osteosoft tissue oncology department",17
"3183",53,"L5 osteosoft tissue oncology department",33
"3184",54,"L5 osteosoft tissue oncology department",46
"3185",55,"L5 osteosoft tissue oncology department",37
"3186",56,"L5 osteosoft tissue oncology department",35
"3187",57,"L5 osteosoft tissue oncology department",42
"3188",58,"L5 osteosoft tissue oncology department",36
"3189",59,"L5 osteosoft tissue oncology department",17
"3190",60,"L5 osteosoft tissue oncology department",20
"3191",61,"L5 osteosoft tissue oncology department",12
"3192",62,"L5 osteosoft tissue oncology department",10
"3193",63,"L5 osteosoft tissue oncology department",15
"3194",64,"L5 osteosoft tissue oncology department",5
"3195",65,"L5 osteosoft tissue oncology department",1
"3196",66,"L5 osteosoft tissue oncology department",9
"3197",67,"L5 osteosoft tissue oncology department",5
"3198",68,"L5 osteosoft tissue oncology department",5
"3199",69,"L5 osteosoft tissue oncology department",29
"3200",70,"L5 osteosoft tissue oncology department",2
"3201",71,"L5 osteosoft tissue oncology department",4
"3202",72,"L5 osteosoft tissue oncology department",17
"3203",73,"L5 osteosoft tissue oncology department",2
"3204",76,"L5 osteosoft tissue oncology department",1
"3205",77,"L5 osteosoft tissue oncology department",3
"3206",33,"Z11 Digestive Oncology Department I",1
"3207",53,"Z13 Chest Oncology Department I",1
"3208",48,"Z14 Chest Oncology Department II",1
"3209",13,"Z16 Comprehensive Ward",1
"3210",76,"Cardiology",1
"3211",8,"L5 osteosoft tissue tumor ward",7
"3212",9,"L5 osteosoft tissue tumor ward",2
"3213",10,"L5 osteosoft tissue tumor ward",3
"3214",11,"L5 osteosoft tissue tumor ward",8
"3215",18,"L5 osteosoft tissue tumor ward",1
"3216",19,"L5 osteosoft tissue tumor ward",6
"3217",20,"L5 osteosoft tissue tumor ward",2
"3218",23,"L5 osteosoft tissue tumor ward",1
"3219",30,"L5 osteosoft tissue tumor ward",1
"3220",32,"L5 osteosoft tissue tumor ward",8
"3221",33,"L5 osteosoft tissue tumor ward",3
"3222",34,"L5 osteosoft tissue tumor ward",1
"3223",35,"L5 osteosoft tissue tumor ward",5
"3224",36,"L5 osteosoft tissue tumor ward",5
"3225",37,"L5 osteosoft tissue tumor ward",2
"3226",48,"L5 osteosoft tissue tumor ward",2
"3227",51,"L5 osteosoft tissue tumor ward",1
"3228",52,"L5 osteosoft tissue tumor ward",6
"3229",53,"L5 osteosoft tissue tumor ward",1
"3230",54,"L5 osteosoft tissue tumor ward",6
"3231",55,"L5 osteosoft tissue tumor ward",1
"3232",56,"L5 osteosoft tissue tumor ward",2
"3233",59,"L5 osteosoft tissue tumor ward",1
"3234",61,"L5 osteosoft tissue tumor ward",1
"3235",63,"L5 osteosoft tissue tumor ward",8
"3236",65,"L5 osteosoft tissue tumor ward",3
"3237",66,"L5 osteosoft tissue tumor ward",1
"3238",69,"L5 osteosoft tissue tumor ward",1
"3239",70,"L5 osteosoft tissue tumor ward",1
"3240",74,"L5 osteosoft tissue tumor ward",10
"3241",75,"L5 osteosoft tissue tumor ward",2
"3242",76,"L5 osteosoft tissue tumor ward",1
"3243",77,"L5 osteosoft tissue tumor ward",4
"3244",78,"L5 osteosoft tissue tumor ward",7
"3245",80,"L5 osteosoft tissue tumor ward",1
"3246",85,"L5 osteosoft tissue tumor ward",1
"3247",35,"Department of Traditional Chinese Medicine",1
"3248",20,"L5 sarcoma and melanoma",9
"3249",21,"L5 sarcoma and melanoma",1
"3250",34,"L5 sarcoma and melanoma",4
"3251",35,"L5 sarcoma and melanoma",1
"3252",51,"L5 sarcoma and melanoma",3
"3253",54,"L5 sarcoma and melanoma",2
"3254",74,"L5 sarcoma and melanoma",1
"3255",76,"L5 sarcoma and melanoma",2
"3256",56,"Department of osteo-soft tissue swelling and chemotherapy",1
"3257",48,"L5 Urology and Gynecology Department II",1
"3258",65,"L6 Gynecological Oncology Chemoradiotherapy Department",1
"3259",14,"Haematology",1
"3260",15,"Haematology",2
"3261",16,"Haematology",1
"3262",17,"Haematology",3
"3263",19,"Haematology",2
"3264",20,"Haematology",2
"3265",22,"Haematology",2
"3266",23,"Haematology",2
"3267",24,"Haematology",2
"3268",26,"Haematology",1
"3269",28,"Haematology",1
"3270",29,"Haematology",2
"3271",30,"Haematology",3
"3272",32,"Haematology",1
"3273",33,"Haematology",2
"3274",34,"Haematology",1
"3275",37,"Haematology",2
"3276",38,"Haematology",1
"3277",39,"Haematology",1
"3278",41,"Haematology",1
"3279",42,"Haematology",1
"3280",44,"Haematology",1
"3281",45,"Haematology",1
"3282",47,"Haematology",2
"3283",50,"Haematology",1
"3284",51,"Haematology",1
"3285",53,"Haematology",2
"3286",54,"Haematology",1
"3287",55,"Haematology",2
"3288",56,"Haematology",3
"3289",57,"Haematology",1
"3290",63,"Haematology",1
"3291",8,"Laminar Flow Ward of Hematology",1
"3292",15,"Laminar Flow Ward of Hematology",1
"3293",17,"Laminar Flow Ward of Hematology",1
"3294",19,"Laminar Flow Ward of Hematology",1
"3295",33,"Laminar Flow Ward of Hematology",1
"3296",34,"Laminar Flow Ward of Hematology",1
"3297",38,"Laminar Flow Ward of Hematology",2
"3298",42,"Laminar Flow Ward of Hematology",1
"3299",47,"Laminar Flow Ward of Hematology",1
"3300",7,"Pediatrics",1
"3301",10,"Pediatrics",1
"3302",28,"Laparoscopic surgery",1
"3303",46,"Laparoscopic surgery",1
"3304",58,"Laparoscopic surgery",1
"3305",60,"Laparoscopic surgery",1
"3306",78,"Laparoscopic surgery",1
"3307",89,"Laparoscopic surgery",1
"3308",68,"Department of Infectious Diseases",1
"3309",7,"Lymphoma ward",1
"3310",14,"Lymphoma ward",1
"3311",15,"Lymphoma ward",1
"3312",24,"Lymphoma ward",3
"3313",38,"Lymphoma ward",6
"3314",39,"Lymphoma ward",12
"3315",40,"Lymphoma ward",3
"3316",43,"Lymphoma ward",1
"3317",44,"Lymphoma ward",1
"3318",45,"Lymphoma ward",6
"3319",46,"Lymphoma ward",12
"3320",47,"Lymphoma ward",5
"3321",48,"Lymphoma ward",1
"3322",49,"Lymphoma ward",4
"3323",54,"Lymphoma ward",1
"3324",55,"Lymphoma ward",3
"3325",56,"Lymphoma ward",2
"3326",57,"Lymphoma ward",2
"3327",58,"Lymphoma ward",2
"3328",59,"Lymphoma ward",1
"3329",60,"Lymphoma ward",2
"3330",61,"Lymphoma ward",2
"3331",62,"Lymphoma ward",1
"3332",66,"Lymphoma ward",3
"3333",67,"Lymphoma ward",12
"3334",68,"Lymphoma ward",6
"3335",72,"Lymphoma ward",1
"3336",73,"Lymphoma ward",2
"3337",74,"Lymphoma ward",2
"3338",78,"Lymphoma ward",1
"3339",79,"Lymphoma ward",4
"3340",81,"Z12 chest tumor ward I",1
"3341",49,"Department of Traditional Chinese Medicine",1
"3342",67,"Department of Traditional Chinese Medicine",1
"3343",39,"Gynecology",1
"3344",49,"Gynecology",1
"3345",73,"L5 osteosoft tissue oncology department",1
"3346",21,"M2 Gynecological Oncology DepartmentⅠ",4
"3347",27,"M2 Gynecological Oncology DepartmentⅠ",15
"3348",28,"M2 Gynecological Oncology DepartmentⅠ",4
"3349",29,"M2 Gynecological Oncology DepartmentⅠ",6
"3350",30,"M2 Gynecological Oncology DepartmentⅠ",2
"3351",33,"M2 Gynecological Oncology DepartmentⅠ",9
"3352",34,"M2 Gynecological Oncology DepartmentⅠ",2
"3353",35,"M2 Gynecological Oncology DepartmentⅠ",6
"3354",36,"M2 Gynecological Oncology DepartmentⅠ",12
"3355",37,"M2 Gynecological Oncology DepartmentⅠ",7
"3356",38,"M2 Gynecological Oncology DepartmentⅠ",16
"3357",39,"M2 Gynecological Oncology DepartmentⅠ",16
"3358",40,"M2 Gynecological Oncology DepartmentⅠ",18
"3359",41,"M2 Gynecological Oncology DepartmentⅠ",28
"3360",42,"M2 Gynecological Oncology DepartmentⅠ",3
"3361",43,"M2 Gynecological Oncology DepartmentⅠ",25
"3362",44,"M2 Gynecological Oncology DepartmentⅠ",6
"3363",45,"M2 Gynecological Oncology DepartmentⅠ",9
"3364",46,"M2 Gynecological Oncology DepartmentⅠ",17
"3365",47,"M2 Gynecological Oncology DepartmentⅠ",24
"3366",48,"M2 Gynecological Oncology DepartmentⅠ",30
"3367",49,"M2 Gynecological Oncology DepartmentⅠ",31
"3368",50,"M2 Gynecological Oncology DepartmentⅠ",25
"3369",51,"M2 Gynecological Oncology DepartmentⅠ",38
"3370",52,"M2 Gynecological Oncology DepartmentⅠ",37
"3371",53,"M2 Gynecological Oncology DepartmentⅠ",26
"3372",54,"M2 Gynecological Oncology DepartmentⅠ",45
"3373",55,"M2 Gynecological Oncology DepartmentⅠ",54
"3374",56,"M2 Gynecological Oncology DepartmentⅠ",41
"3375",57,"M2 Gynecological Oncology DepartmentⅠ",10
"3376",58,"M2 Gynecological Oncology DepartmentⅠ",21
"3377",59,"M2 Gynecological Oncology DepartmentⅠ",9
"3378",60,"M2 Gynecological Oncology DepartmentⅠ",7
"3379",61,"M2 Gynecological Oncology DepartmentⅠ",13
"3380",62,"M2 Gynecological Oncology DepartmentⅠ",14
"3381",63,"M2 Gynecological Oncology DepartmentⅠ",8
"3382",64,"M2 Gynecological Oncology DepartmentⅠ",8
"3383",65,"M2 Gynecological Oncology DepartmentⅠ",4
"3384",66,"M2 Gynecological Oncology DepartmentⅠ",6
"3385",67,"M2 Gynecological Oncology DepartmentⅠ",18
"3386",68,"M2 Gynecological Oncology DepartmentⅠ",12
"3387",69,"M2 Gynecological Oncology DepartmentⅠ",8
"3388",70,"M2 Gynecological Oncology DepartmentⅠ",1
"3389",72,"M2 Gynecological Oncology DepartmentⅠ",4
"3390",73,"M2 Gynecological Oncology DepartmentⅠ",2
"3391",77,"M2 Gynecological Oncology DepartmentⅠ",3
"3392",78,"M2 Gynecological Oncology DepartmentⅠ",3
"3393",85,"M2 Gynecological Oncology DepartmentⅠ",1
"3394",41,"Urology",1
"3395",66,"Gastroenterology Surgery",1
"3396",39,"M2 Gynecological Tumor Ward Ⅰ",3
"3397",41,"M2 Gynecological Tumor Ward Ⅰ",5
"3398",43,"M2 Gynecological Tumor Ward Ⅰ",1
"3399",48,"M2 Gynecological Tumor Ward Ⅰ",1
"3400",49,"M2 Gynecological Tumor Ward Ⅰ",11
"3401",51,"M2 Gynecological Tumor Ward Ⅰ",7
"3402",52,"M2 Gynecological Tumor Ward Ⅰ",2
"3403",53,"M2 Gynecological Tumor Ward Ⅰ",8
"3404",54,"M2 Gynecological Tumor Ward Ⅰ",7
"3405",55,"M2 Gynecological Tumor Ward Ⅰ",8
"3406",56,"M2 Gynecological Tumor Ward Ⅰ",1
"3407",57,"M2 Gynecological Tumor Ward Ⅰ",2
"3408",58,"M2 Gynecological Tumor Ward Ⅰ",8
"3409",59,"M2 Gynecological Tumor Ward Ⅰ",4
"3410",60,"M2 Gynecological Tumor Ward Ⅰ",8
"3411",61,"M2 Gynecological Tumor Ward Ⅰ",3
"3412",62,"M2 Gynecological Tumor Ward Ⅰ",6
"3413",63,"M2 Gynecological Tumor Ward Ⅰ",2
"3414",64,"M2 Gynecological Tumor Ward Ⅰ",1
"3415",66,"M2 Gynecological Tumor Ward Ⅰ",3
"3416",69,"M2 Gynecological Tumor Ward Ⅰ",2
"3417",70,"M2 Gynecological Tumor Ward Ⅰ",1
"3418",71,"M2 Gynecological Tumor Ward Ⅰ",4
"3419",75,"M2 Gynecological Tumor Ward Ⅰ",6
"3420",76,"M2 Gynecological Tumor Ward Ⅰ",1
"3421",79,"M2 Gynecological Tumor Ward Ⅰ",1
"3422",82,"M2 Gynecological Tumor Ward Ⅰ",3
"3423",68,"Department of Traditional Chinese Medicine",1
"3424",61,"Gynecology",1
"3425",68,"Gynecology",1
"3426",45,"M3 Urinary and Gynecological Tumor Disease II",1
"3427",46,"M3 Urinary and Gynecological Tumor Disease II",6
"3428",47,"M3 Urinary and Gynecological Tumor Disease II",2
"3429",49,"M3 Urinary and Gynecological Tumor Disease II",3
"3430",50,"M3 Urinary and Gynecological Tumor Disease II",5
"3431",52,"M3 Urinary and Gynecological Tumor Disease II",10
"3432",53,"M3 Urinary and Gynecological Tumor Disease II",12
"3433",54,"M3 Urinary and Gynecological Tumor Disease II",3
"3434",55,"M3 Urinary and Gynecological Tumor Disease II",1
"3435",56,"M3 Urinary and Gynecological Tumor Disease II",2
"3436",57,"M3 Urinary and Gynecological Tumor Disease II",13
"3437",58,"M3 Urinary and Gynecological Tumor Disease II",10
"3438",59,"M3 Urinary and Gynecological Tumor Disease II",4
"3439",60,"M3 Urinary and Gynecological Tumor Disease II",6
"3440",61,"M3 Urinary and Gynecological Tumor Disease II",3
"3441",63,"M3 Urinary and Gynecological Tumor Disease II",2
"3442",66,"M3 Urinary and Gynecological Tumor Disease II",5
"3443",67,"M3 Urinary and Gynecological Tumor Disease II",10
"3444",68,"M3 Urinary and Gynecological Tumor Disease II",3
"3445",69,"M3 Urinary and Gynecological Tumor Disease II",2
"3446",70,"M3 Urinary and Gynecological Tumor Disease II",2
"3447",71,"M3 Urinary and Gynecological Tumor Disease II",3
"3448",72,"M3 Urinary and Gynecological Tumor Disease II",2
"3449",73,"M3 Urinary and Gynecological Tumor Disease II",2
"3450",74,"M3 Urinary and Gynecological Tumor Disease II",5
"3451",77,"M3 Urinary and Gynecological Tumor Disease II",1
"3452",78,"M3 Urinary and Gynecological Tumor Disease II",2
"3453",81,"M3 Urinary and Gynecological Tumor Disease II",3
"3454",85,"M3 Urinary and Gynecological Tumor Disease II",2
"3455",86,"M3 Urinary and Gynecological Tumor Disease II",1
"3456",31,"M3 Urology, Gynecology and Oncology Department II",14
"3457",32,"M3 Urology, Gynecology and Oncology Department II",10
"3458",33,"M3 Urology, Gynecology and Oncology Department II",1
"3459",35,"M3 Urology, Gynecology and Oncology Department II",7
"3460",36,"M3 Urology, Gynecology and Oncology Department II",21
"3461",37,"M3 Urology, Gynecology and Oncology Department II",13
"3462",38,"M3 Urology, Gynecology and Oncology Department II",4
"3463",39,"M3 Urology, Gynecology and Oncology Department II",9
"3464",40,"M3 Urology, Gynecology and Oncology Department II",11
"3465",43,"M3 Urology, Gynecology and Oncology Department II",16
"3466",44,"M3 Urology, Gynecology and Oncology Department II",19
"3467",45,"M3 Urology, Gynecology and Oncology Department II",16
"3468",46,"M3 Urology, Gynecology and Oncology Department II",11
"3469",47,"M3 Urology, Gynecology and Oncology Department II",12
"3470",48,"M3 Urology, Gynecology and Oncology Department II",17
"3471",49,"M3 Urology, Gynecology and Oncology Department II",26
"3472",50,"M3 Urology, Gynecology and Oncology Department II",27
"3473",51,"M3 Urology, Gynecology and Oncology Department II",27
"3474",52,"M3 Urology, Gynecology and Oncology Department II",36
"3475",53,"M3 Urology, Gynecology and Oncology Department II",16
"3476",54,"M3 Urology, Gynecology and Oncology Department II",57
"3477",55,"M3 Urology, Gynecology and Oncology Department II",27
"3478",56,"M3 Urology, Gynecology and Oncology Department II",34
"3479",57,"M3 Urology, Gynecology and Oncology Department II",22
"3480",58,"M3 Urology, Gynecology and Oncology Department II",22
"3481",59,"M3 Urology, Gynecology and Oncology Department II",25
"3482",60,"M3 Urology, Gynecology and Oncology Department II",15
"3483",61,"M3 Urology, Gynecology and Oncology Department II",16
"3484",62,"M3 Urology, Gynecology and Oncology Department II",20
"3485",63,"M3 Urology, Gynecology and Oncology Department II",29
"3486",64,"M3 Urology, Gynecology and Oncology Department II",26
"3487",65,"M3 Urology, Gynecology and Oncology Department II",23
"3488",66,"M3 Urology, Gynecology and Oncology Department II",30
"3489",67,"M3 Urology, Gynecology and Oncology Department II",34
"3490",68,"M3 Urology, Gynecology and Oncology Department II",23
"3491",69,"M3 Urology, Gynecology and Oncology Department II",14
"3492",70,"M3 Urology, Gynecology and Oncology Department II",1
"3493",71,"M3 Urology, Gynecology and Oncology Department II",6
"3494",72,"M3 Urology, Gynecology and Oncology Department II",8
"3495",73,"M3 Urology, Gynecology and Oncology Department II",1
"3496",74,"M3 Urology, Gynecology and Oncology Department II",1
"3497",75,"M3 Urology, Gynecology and Oncology Department II",5
"3498",76,"M3 Urology, Gynecology and Oncology Department II",8
"3499",77,"M3 Urology, Gynecology and Oncology Department II",15
"3500",78,"M3 Urology, Gynecology and Oncology Department II",2
"3501",81,"M3 Urology, Gynecology and Oncology Department II",1
"3502",82,"M3 Urology, Gynecology and Oncology Department II",5
"3503",83,"M3 Urology, Gynecology and Oncology Department II",7
"3504",65,"Urology",1
"3505",37,"Haematology",1
"3506",9,"M5 Day Ward",1
"3507",10,"M5 Day Ward",1
"3508",16,"M5 Day Ward",3
